# 23 directories
# dir   1  /btl
# dir   2  /btl/char
# dir   3  /btl/common
# dir   4  /btl/cut_in
# dir   5  /btl/debug
# dir   6  /btl/eff
# dir   7  /btl/magic
# dir   8  /btl/map
# dir   9  /btl/prm
# dir  10  /fc
# dir  11  /item
# dir  12  /item/icon
# dir  13  /m
# dir  14  /m/misc
# dir  15  /m/misc/2D
# dir  16  /m/misc/etc
# dir  17  /menu
# dir  18  /menu/monsterbook
# dir  19  /menu/spirlink
# dir  20  /movie
# dir  21  /s
# dir  22  /s/lvd
# dir  23  /title
# fat_id	start	end	size	path
1139	152458752	152484126	25374	/s/S031029
1140	152484352	152502492	18140	/s/S031030
1141	152502784	152515271	12487	/s/S031031
1142	152515584	152525390	9806	/s/S031032
1143	152525824	152549190	23366	/s/S031033
1144	152549376	152566703	17327	/s/S031034
1145	152566784	152591735	24951	/s/S031035
1146	152591872	152594052	2180	/s/S031401
1147	152594432	152605888	11456	/s/S031402
1148	152606208	152627130	20922	/s/S031403
1149	152627200	152663112	35912	/s/S031404
1150	152663552	152703808	40256	/s/S031405
1151	152704000	152713696	9696	/s/S031406
1152	152713728	152717972	4244	/s/S031407
1153	152718336	152734788	16452	/s/S031408
1154	152735232	152757689	22457	/s/S031409
1155	152757760	152794456	36696	/s/S031410
1156	152794624	152807460	12836	/s/S031411
1157	152807936	152816376	8440	/s/S031412
1158	152816640	152823454	6814	/s/S031413
1159	152823808	152834947	11139	/s/S031414
1160	152835072	152871192	36120	/s/S031415
1161	152871424	152874581	3157	/s/S031416
1162	152875008	152876838	1830	/s/S031417
1163	152877056	152880221	3165	/s/S031418
1164	152880640	152918678	38038	/s/S031419
1165	152919040	152922397	3357	/s/S031420
1166	152922624	152957727	35103	/s/S031421
1167	152957952	152974182	16230	/s/S031422
1168	152974336	152989487	15151	/s/S031423
1169	152989696	152998346	8650	/s/S031424
1170	152998400	153002094	3694	/s/S031425
1171	153002496	153015104	12608	/s/S031426
1172	153015296	153035434	20138	/s/S031427
1173	153035776	153038340	2564	/s/S031428
1174	153038848	153063253	24405	/s/S031429
1175	153063424	153080322	16898	/s/S031430
1176	153080832	153089532	8700	/s/S031431
1177	153089536	153102441	12905	/s/S031432
1178	153102848	153117426	14578	/s/S031433
1179	153117696	153139658	21962	/s/S031434
1180	153139712	153164413	24701	/s/S031435
1181	153164800	153209064	44264	/s/S031501
1182	153209344	153241251	31907	/s/S031502
1183	153241600	153246267	4667	/s/S031503
1184	153246720	153267880	21160	/s/S031504
1185	153268224	153272743	4519	/s/S031505
1186	153272832	153282871	10039	/s/S031506
1187	153283072	153287092	4020	/s/S031507
1188	153287168	153297520	10352	/s/S031508
1189	153297920	153312949	15029	/s/S031509
1190	153313280	153332748	19468	/s/S031510
1191	153333248	153350313	17065	/s/S031511
1192	153350656	153375165	24509	/s/S031512
1193	153375232	153386249	11017	/s/S031513
1194	153386496	153398561	12065	/s/S031514
1195	153398784	153420345	21561	/s/S031515
1196	153420800	153426654	5854	/s/S031516
1197	153426944	153444298	17354	/s/S031517
1198	153444352	153454733	10381	/s/S031518
1199	153455104	153466816	11712	/s/S031519
1200	153466880	153475376	8496	/s/S031520
1201	153475584	153488312	12728	/s/S031521
1202	153488384	153515122	26738	/s/S031522
1203	153515520	153526639	11119	/s/S031523
1204	153526784	153558547	31763	/s/S031524
1205	153559040	153591171	32131	/s/S031525
1206	153591296	153628020	36724	/s/S031526
1207	153628160	153651366	23206	/s/S031527
1208	153651712	153677401	25689	/s/S031528
1209	153677824	153682826	5002	/s/S031529
1210	153682944	153713312	30368	/s/S031530
1211	153713664	153728580	14916	/s/S031531
1212	153729024	153753394	24370	/s/S031532
1213	153753600	153794241	40641	/s/S031533
1214	153794560	153810382	15822	/s/S031534
1215	153810432	153844286	33854	/s/S031535
1216	153844736	153849758	5022	/s/S031536
1217	153849856	153891740	41884	/s/S031537
1218	153891840	153930478	38638	/s/S031538
1219	153930752	153944810	14058	/s/S031539
1220	153945088	153966330	21242	/s/S031540
1221	153966592	153974297	7705	/s/S031541
1222	153974784	154013564	38780	/s/S031542
1223	154013696	154030327	16631	/s/S031543
1224	154030592	154046076	15484	/s/S031544
1225	154046464	154066126	19662	/s/S031545
1226	154066432	154090257	23825	/s/S031601
1227	154090496	154103211	12715	/s/S031602
1228	154103296	154114321	11025	/s/S031603
1229	154114560	154122104	7544	/s/S031604
1230	154122240	154131342	9102	/s/S031605
1231	154131456	154142309	10853	/s/S031606
1232	154142720	154157923	15203	/s/S031607
1233	154158080	154178192	20112	/s/S031608
1234	154178560	154189969	11409	/s/S031609
1235	154190336	154200922	10586	/s/S031610
1236	154201088	154214594	13506	/s/S031611
1237	154214912	154236525	21613	/s/S031612
1238	154236928	154264741	27813	/s/S031801
1239	154265088	154307874	42786	/s/S031802
1240	154308096	154316821	8725	/s/S031803
1241	154317312	154344194	26882	/s/S031804
1242	154344448	154346990	2542	/s/S031805
1243	154347008	154349572	2564	/s/S031806
1244	154350080	154364978	14898	/s/S031807
1245	154365440	154369186	3746	/s/S031808
1246	154369536	154371718	2182	/s/S031809
1247	154372096	154375050	2954	/s/S031810
1248	154375168	154396203	21035	/s/S031811
1249	154396672	154435966	39294	/s/S031812
1250	154436096	154462789	26693	/s/S031813
1251	154463232	154478050	14818	/s/S031814
1252	154478080	154502454	24374	/s/S031815
1253	154502656	154535330	32674	/s/S031816
1254	154535424	154579282	43858	/s/S031817
1255	154579456	154588748	9292	/s/S031818
1256	154589184	154605668	16484	/s/S031819
1257	154606080	154629914	23834	/s/S031820
1258	154630144	154660726	30582	/s/S031821
1259	154660864	154671183	10319	/s/S040601
1260	154671616	154674493	2877	/s/S040602
1261	154674688	154695002	20314	/s/S040603
1262	154695168	154713448	18280	/s/S040604
1263	154713600	154728658	15058	/s/S040605
1264	154728960	154756127	27167	/s/S040606
1265	154756608	154770658	14050	/s/S040607
1266	154770944	154788166	17222	/s/S040608
1267	154788352	154813403	25051	/s/S040609
1268	154813440	154834518	21078	/s/S040610
1269	154834944	154852274	17330	/s/S040611
1270	154852352	154868387	16035	/s/S040612
1271	154868736	154888729	19993	/s/S040613
1272	154889216	154910095	20879	/s/S040614
1273	154910208	154934157	23949	/s/S040615
1274	154934272	154945783	11511	/s/S040616
1275	154946048	154947771	1723	/s/S040617
1276	154948096	154972406	24310	/s/S040618
1277	154972672	154994630	21958	/s/S040619
1278	154994688	155000638	5950	/s/S040620
1279	155000832	155030086	29254	/s/S040621
1280	155030528	155051910	21382	/s/S040622
1281	155052032	155057729	5697	/s/S040623
1282	155058176	155071330	13154	/s/S040624
1283	155071488	155073322	1834	/s/S040625
1284	155073536	155077842	4306	/s/S040626
1285	155078144	155098100	19956	/s/S040627
1286	155098112	155119458	21346	/s/S040628
1287	155119616	155145760	26144	/s/S040629
1288	155146240	155147029	789	/s/S040630
1289	155147264	155179975	32711	/s/S040631
1290	155180032	155185440	5408	/s/S040632
1291	155185664	155200789	15125	/s/S040633
1292	155201024	155219119	18095	/s/S040634
1293	155219456	155222855	3399	/s/S040635
1294	155223040	155269674	46634	/s/S040801
1295	155270144	155278277	8133	/s/S040802
1296	155278336	155314053	35717	/s/S040803
1297	155314176	155332973	18797	/s/S040804
1298	155333120	155346101	12981	/s/S040805
1299	155346432	155364674	18242	/s/S040806
1300	155364864	155367811	2947	/s/S040807
1301	155367936	155389545	21609	/s/S040808
1302	155389952	155413509	23557	/s/S040809
1303	155414016	155434634	20618	/s/S040810
1304	155435008	155441966	6958	/s/S040811
1305	155442176	155453164	10988	/s/S040812
1306	155453440	155470304	16864	/s/S040813
1307	155470336	155481141	10805	/s/S040814
1308	155481600	155497914	16314	/s/S040815
1309	155497984	155522688	24704	/s/S040816
1310	155523072	155536342	13270	/s/S040817
1311	155536384	155562374	25990	/s/S040818
1312	155562496	155575588	13092	/s/S040819
1313	155575808	155621505	45697	/s/S040820
1314	155621888	155630760	8872	/s/S040821
1315	155631104	155647034	15930	/s/S040822
1316	155647488	155677370	29882	/s/S040823
1317	155677696	155685337	7641	/s/S040824
1318	155685376	155713216	27840	/s/S040825
1319	155713536	155731408	17872	/s/S040826
1320	155731456	155753066	21610	/s/S040827
1321	155753472	155786689	33217	/s/S040828
1322	155786752	155805077	18325	/s/S040829
1323	155805184	155825116	19932	/s/S040830
1324	155825152	155849829	24677	/s/S040831
1325	155850240	155861152	10912	/s/S041101
1326	155861504	155878421	16917	/s/S041102
1327	155878912	155903197	24285	/s/S041103
1328	155903488	155921142	17654	/s/S041104
1329	155921408	155934632	13224	/s/S041105
1330	155934720	155951201	16481	/s/S041106
1331	155951616	155962349	10733	/s/S041107
1332	155962368	155980518	18150	/s/S041108
1333	155980800	156001523	20723	/s/S041109
1334	156001792	156023878	22086	/s/S041110
1335	156024320	156038591	14271	/s/S041111
1336	156038656	156047872	9216	/s/S041112
1337	156047872	156073562	25690	/s/S041113
1338	156073984	156099603	25619	/s/S041114
1339	156100096	156109660	9564	/s/S041115
1340	156109824	156118623	8799	/s/S041116
1341	156119040	156138325	19285	/s/S041117
1342	156138496	156145568	7072	/s/S041118
1343	156145664	156153026	7362	/s/S041119
1344	156153344	156164663	11319	/s/S041120
1345	156165120	156178211	13091	/s/S041121
1346	156178432	156211715	33283	/s/S041201
1347	156212224	156225683	13459	/s/S041202
1348	156226048	156228635	2587	/s/S041203
1349	156229120	156242118	12998	/s/S041204
1350	156242432	156266182	23750	/s/S041205
1351	156266496	156277138	10642	/s/S041206
1352	156277248	156301874	24626	/s/S041207
1353	156302336	156319331	16995	/s/S041208
1354	156319744	156328804	9060	/s/S041209
1355	156328960	156338275	9315	/s/S041210
1356	156338688	156364704	26016	/s/S041211
1357	156364800	156388166	23366	/s/S041212
1358	156388352	156421917	33565	/s/S041213
1359	156422144	156432185	10041	/s/S041214
1360	156432384	156440710	8326	/s/S041215
1361	156441088	156465307	24219	/s/S041216
1362	156465664	156476895	11231	/s/S041217
1363	156476928	156493240	16312	/s/S041301
1364	156493312	156501160	7848	/s/S041302
1365	156501504	156517073	15569	/s/S041303
1366	156517376	156524250	6874	/s/S041304
1367	156524544	156547308	22764	/s/S041305
1368	156547584	156558310	10726	/s/S041306
1369	156558336	156575145	16809	/s/S041307
1370	156575232	156586852	11620	/s/S041308
1371	156587008	156601303	14295	/s/S041309
1372	156601344	156630706	29362	/s/S041310
1373	156631040	156636074	5034	/s/S041311
1374	156636160	156649101	12941	/s/S041312
1375	156649472	156662229	12757	/s/S041313
1376	156662272	156679612	17340	/s/S041314
1377	156679680	156694934	15254	/s/S041315
1378	156695040	156715483	20443	/s/S041316
1379	156715520	156723719	8199	/s/S042001
1380	156724224	156729750	5526	/s/S042002
1381	156729856	156755662	25806	/s/S042003
1382	156755968	156780423	24455	/s/S042004
1383	156780544	156805318	24774	/s/S042005
1384	156805632	156814289	8657	/s/S042006
1385	156814336	156834506	20170	/s/S042007
1386	156834816	156858460	23644	/s/S042008
1387	156858880	156882858	23978	/s/S042009
1388	156882944	156905281	22337	/s/S042010
1389	156905472	156934288	28816	/s/S042011
1390	156934656	156954640	19984	/s/S042012
1391	156955136	156983368	28232	/s/S042013
1392	156983808	157007605	23797	/s/S042014
1393	157007872	157019551	11679	/s/S042015
1394	157019648	157037231	17583	/s/S042016
1395	157037568	157060785	23217	/s/S042017
1396	157061120	157081747	20627	/s/S042018
1397	157082112	157114741	32629	/s/S042019
1398	157114880	157140996	26116	/s/S042020
1399	157141504	157157611	16107	/s/S042021
1400	157157888	157185700	27812	/s/S042022
1401	157186048	157214626	28578	/s/S042023
1402	157214720	157241515	26795	/s/S042024
1403	157241856	157273202	31346	/s/S042025
1404	157273600	157294480	20880	/s/S042026
1405	157294592	157319083	24491	/s/S042027
1406	157319168	157331503	12335	/s/S042028
1407	157331968	157355334	23366	/s/S042029
1408	157355520	157364785	9265	/s/S042030
1409	157365248	157407040	41792	/s/S042031
1410	157407232	157427004	19772	/s/S042032
1411	157427200	157431572	4372	/s/S042033
1412	157431808	157447703	15895	/s/S042034
1413	157448192	157464597	16405	/s/S042035
1414	157465088	157488678	23590	/s/S042036
1415	157489152	157505521	16369	/s/S042037
1416	157505536	157516751	11215	/s/S042038
1417	157516800	157540472	23672	/s/S042039
1418	157540864	157577707	36843	/s/S042040
1419	157577728	157607193	29465	/s/S042041
1420	157607424	157624414	16990	/s/S042042
1421	157624832	157626988	2156	/s/S042043
1422	157627392	157640930	13538	/s/S050201
1423	157641216	157667005	25789	/s/S050202
1424	157667328	157685916	18588	/s/S050203
1425	157686272	157720549	34277	/s/S050204
1426	157720576	157739251	18675	/s/S050205
1427	157739520	157751248	11728	/s/S050206
1428	157751296	157773510	22214	/s/S050207
1429	157773824	157808223	34399	/s/S050208
1430	157808640	157817861	9221	/s/S050209
1431	157818368	157858038	39670	/s/S050210
1432	157858304	157897516	39212	/s/S050211
1433	157897728	157924926	27198	/s/S050212
1434	157925376	157952051	26675	/s/S050213
1435	157952512	157971391	18879	/s/S050214
1436	157971456	157982898	11442	/s/S050215
1437	157983232	158007635	24403	/s/S050216
1438	158007808	158028400	20592	/s/S050217
1439	158028800	158062517	33717	/s/S050218
1440	158062592	158091225	28633	/s/S050219
1441	158091264	158113795	22531	/s/S050220
1442	158114304	158157323	43019	/s/S050221
1443	158157824	158188397	30573	/s/S050222
1444	158188544	158216020	27476	/s/S050223
1445	158216192	158225949	9757	/s/S050224
1446	158226432	158237953	11521	/s/S050225
1447	158238208	158268209	30001	/s/S050226
1448	158268416	158289781	21365	/s/S051101
1449	158289920	158308768	18848	/s/S051102
1450	158308864	158352832	43968	/s/S051103
1451	158352896	158389798	36902	/s/S051104
1452	158390272	158409820	19548	/s/S051105
1453	158410240	158451734	41494	/s/S051106
1454	158452224	158457522	5298	/s/S051107
1455	158457856	158462445	4589	/s/S051108
1456	158462464	158482152	19688	/s/S051109
1457	158482432	158514095	31663	/s/S051110
1458	158514176	158527540	13364	/s/S051111
1459	158528000	158537820	9820	/s/S051112
1460	158538240	158545286	7046	/s/S051113
1461	158545408	158550669	5261	/s/S051114
1462	158551040	158562357	11317	/s/S051115
1463	158562816	158565876	3060	/s/S051116
1464	158565888	158568560	2672	/s/S051117
1465	158568960	158629568	60608	/s/S051201
1466	158629888	158647369	17481	/s/S051202
1467	158647808	158668251	20443	/s/S051203
1468	158668288	158684254	15966	/s/S051204
1469	158684672	158704369	19697	/s/S051205
1470	158704640	158731599	26959	/s/S051206
1471	158731776	158737078	5302	/s/S051207
1472	158737408	158748210	10802	/s/S051208
1473	158748672	158766568	17896	/s/S051209
1474	158766592	158785166	18574	/s/S051210
1475	158785536	158810389	24853	/s/S051601
1476	158810624	158820556	9932	/s/S051602
1477	158820864	158850284	29420	/s/S051603
1478	158850560	158860644	10084	/s/S051604
1479	158860800	158890063	29263	/s/S051605
1480	158890496	158927309	36813	/s/S051606
1481	158927360	158953856	26496	/s/S051607
1482	158953984	158976652	22668	/s/S051608
1483	158977024	159009289	32265	/s/S051609
1484	159009792	159035990	26198	/s/S051610
1485	159036416	159044945	8529	/s/S051611
1486	159045120	159075286	30166	/s/S051612
1487	159075328	159106507	31179	/s/S051613
1488	159106560	159121134	14574	/s/S051614
1489	159121408	159130377	8969	/s/S051615
1490	159130624	159139893	9269	/s/S051616
1491	159140352	159162496	22144	/s/S051617
1492	159162880	159192342	29462	/s/S051618
1493	159192576	159216762	24186	/s/S051619
1494	159217152	159240923	23771	/s/S051620
1495	159241216	159248320	7104	/s/S051621
1496	159248384	159271678	23294	/s/S051622
1497	159271936	159294885	22949	/s/S051623
1498	159294976	159300195	5219	/s/S051624
1499	159300608	159314222	13614	/s/S051625
1500	159314432	159337626	23194	/s/S051626
1501	159337984	159354605	16621	/s/S051627
1502	159354880	159367640	12760	/s/S051628
1503	159367680	159374150	6470	/s/S051629
1504	159374336	159400965	26629	/s/S051630
1505	159401472	159419746	18274	/s/S051631
1506	159419904	159434132	14228	/s/S051632
1507	159434240	159466875	32635	/s/S051633
1508	159467008	159471902	4894	/s/S051634
1509	159472128	159497205	25077	/s/S051635
1510	159497216	159510321	13105	/s/S051636
1511	159510528	159540563	30035	/s/S051637
1512	159540736	159551454	10718	/s/S051638
1513	159551488	159555905	4417	/s/S051639
1514	159556096	159577316	21220	/s/S051640
1515	159577600	159598758	21158	/s/S051641
1516	159599104	159611802	12698	/s/S051642
1517	159611904	159640490	28586	/s/S060201
1518	159640576	159665345	24769	/s/S060202
1519	159665664	159696563	30899	/s/S060203
1520	159696896	159708249	11353	/s/S060204
1521	159708672	159720497	11825	/s/S060205
1522	159720960	159748157	27197	/s/S060206
1523	159748608	159756061	7453	/s/S060207
1524	159756288	159787558	31270	/s/S060208
1525	159788032	159817984	29952	/s/S060209
1526	159818240	159850006	31766	/s/S060210
1527	159850496	159878772	28276	/s/S060211
1528	159879168	159909926	30758	/s/S060212
1529	159910400	159933996	23596	/s/S060213
1530	159934464	159944089	9625	/s/S060214
1531	159944192	159953653	9461	/s/S060215
1532	159953920	159971608	17688	/s/S060216
1533	159971840	159981911	10071	/s/S061301
1534	159982080	159995929	13849	/s/S061302
1535	159996416	160000945	4529	/s/S061303
1536	160001024	160014845	13821	/s/S061304
1537	160014848	160034248	19400	/s/S061305
1538	160034304	160061477	27173	/s/S061306
1539	160061952	160073596	11644	/s/S061307
1540	160073728	160091602	17874	/s/S061308
1541	160091648	160112931	21283	/s/S061309
1542	160113152	160132691	19539	/s/S061310
1543	160133120	160145206	12086	/s/S061311
1544	160145408	160156741	11333	/s/S061312
1545	160157184	160181004	23820	/s/S061313
1546	160181248	160198184	16936	/s/S061314
1547	160198656	160204976	6320	/s/S061315
1548	160205312	160207701	2389	/s/S061316
1549	160207872	160210461	2589	/s/S061317
1550	160210944	160226004	15060	/s/S061318
1551	160226304	160251377	25073	/s/S061319
1552	160251392	160267376	15984	/s/S061320
1553	160267776	160287130	19354	/s/S061401
1554	160287232	160293654	6422	/s/S061402
1555	160293888	160319821	25933	/s/S061403
1556	160320000	160328473	8473	/s/S061404
1557	160328704	160362127	33423	/s/S061405
1558	160362496	160383768	21272	/s/S061406
1559	160384000	160396390	12390	/s/S061407
1560	160396800	160414879	18079	/s/S061408
1561	160415232	160442424	27192	/s/S061409
1562	160442880	160450983	8103	/s/S061410
1563	160451072	160456323	5251	/s/S061411
1564	160456704	160471423	14719	/s/S061412
1565	160471552	160480022	8470	/s/S061413
1566	160480256	160491909	11653	/s/S061414
1567	160492032	160498638	6606	/s/S061415
1568	160498688	160501180	2492	/s/S061416
1569	160501248	160503449	2201	/s/S061417
1570	160503808	160513718	9910	/s/S061418
1571	160514048	160520833	6785	/s/S061419
1572	160521216	160538707	17491	/s/S061420
1573	160539136	160559060	19924	/s/S061421
1574	160559104	160580091	20987	/s/S061422
1575	160580096	160590845	10749	/s/S061423
1576	160590848	160602771	11923	/s/S061424
1577	160603136	160625623	22487	/s/S061425
1578	160625664	160636677	11013	/s/S061426
1579	160636928	160651521	14593	/s/S061427
1580	160651776	160661582	9806	/s/S061428
1581	160662016	160668068	6052	/s/S061429
1582	160668160	160671489	3329	/s/S061430
1583	160671744	160703011	31267	/s/S061431
1584	160703488	160730411	26923	/s/S061432
1585	160730624	160763787	33163	/s/S061433
1586	160763904	160789941	26037	/s/S061434
1587	160790016	160807702	17686	/s/S061435
1588	160807936	160830670	22734	/s/S061436
1589	160830976	160867201	36225	/s/S061437
1590	160867328	160892064	24736	/s/S061438
1591	160892416	160908022	15606	/s/S061439
1592	160908288	160920359	12071	/s/S061440
1593	160920576	160949163	28587	/s/S061441
1594	160949248	160965474	16226	/s/S061442
1595	160965632	160990446	24814	/s/S061443
1596	160990720	161014689	23969	/s/S061444
1597	161014784	161024815	10031	/s/S061445
1598	161025024	161045135	20111	/s/S061446
1599	161045504	161077339	31835	/s/S061447
1600	161077760	161112930	35170	/s/S061448
1601	161113088	161130921	17833	/s/S061449
1602	161131008	161136888	5880	/s/S071101
1603	161137152	161143071	5919	/s/S071102
1604	161143296	161174367	31071	/s/S071103
1605	161174528	161202387	27859	/s/S071104
1606	161202688	161229890	27202	/s/S071105
1607	161230336	161245847	15511	/s/S071106
1608	161246208	161268748	22540	/s/S071107
1609	161269248	161302321	33073	/s/S071108
1610	161302528	161317862	15334	/s/S071109
1611	161317888	161331951	14063	/s/S071110
1612	161332224	161342858	10634	/s/S071111
1613	161342976	161397801	54825	/s/S071201
1614	161398272	161414203	15931	/s/S071202
1615	161414656	161437916	23260	/s/S071203
1616	161438208	161453711	15503	/s/S071204
1617	161454080	161465032	10952	/s/S071205
1618	161465344	161469682	4338	/s/S071206
1619	161469952	161480847	10895	/s/S071207
1620	161481216	161497131	15915	/s/S071208
1621	161497600	161514191	16591	/s/S071209
1622	161514496	161555043	40547	/s/S071210
1623	161555456	161567103	11647	/s/S071211
1624	161567232	161578434	11202	/s/S071212
1625	161578496	161585518	7022	/s/S071213
1626	161585664	161594257	8593	/s/S071214
1627	161594368	161598892	4524	/s/S071215
1628	161598976	161604577	5601	/s/S071216
1629	161604608	161614908	10300	/s/S071217
1630	161615360	161629389	14029	/s/S071218
1631	161629696	161651031	21335	/s/S071219
1632	161651200	161657047	5847	/s/S071220
1633	161657344	161677487	20143	/s/S071221
1634	161677824	161687799	9975	/s/S071222
1635	161688064	161705133	17069	/s/S071223
1636	161705472	161720004	14532	/s/S071224
1637	161720320	161725928	5608	/s/S071225
1638	161725952	161740220	14268	/s/S071226
1639	161740288	161760224	19936	/s/S071227
1640	161760256	161781587	21331	/s/S071228
1641	161781760	161785649	3889	/s/S071229
1642	161785856	161800199	14343	/s/S071230
1643	161800704	161808713	8009	/s/S071231
1644	161808896	161820019	11123	/s/S071401
1645	161820160	161835383	15223	/s/S071402
1646	161835520	161862462	26942	/s/S071403
1647	161862656	161884992	22336	/s/S071404
1648	161885184	161914517	29333	/s/S071405
1649	161914880	161919242	4362	/s/S071406
1650	161919488	161922985	3497	/s/S071407
1651	161923072	161944765	21693	/s/S071408
1652	161945088	161963372	18284	/s/S071409
1653	161963520	161989361	25841	/s/S071410
1654	161989632	162003138	13506	/s/S071411
1655	162003456	162020191	16735	/s/S071412
1656	162020352	162036009	15657	/s/S071413
1657	162036224	162051712	15488	/s/S071414
1658	162052096	162071575	19479	/s/S071415
1659	162072064	162086492	14428	/s/S071416
1660	162086912	162119965	33053	/s/S071417
1661	162120192	162147848	27656	/s/S071418
1662	162148352	162167191	18839	/s/S071419
1663	162167296	162177886	10590	/s/S071420
1664	162178048	162188428	10380	/s/S071421
1665	162188800	162206223	17423	/s/S071501
1666	162206720	162238695	31975	/s/S071502
1667	162238976	162250413	11437	/s/S071503
1668	162250752	162286106	35354	/s/S071504
1669	162286592	162310841	24249	/s/S071505
1670	162311168	162324557	13389	/s/S071506
1671	162324992	162354320	29328	/s/S071507
1672	162354688	162380688	26000	/s/S071508
1673	162380800	162407664	26864	/s/S071509
1674	162407936	162440575	32639	/s/S071510
1675	162440704	162463983	23279	/s/S071511
1676	162464256	162490032	25776	/s/S071512
1677	162490368	162505384	15016	/s/S071513
1678	162505728	162531491	25763	/s/S071514
1679	162531840	162538099	6259	/s/S071515
1680	162538496	162568523	30027	/s/S071516
1681	162568704	162585586	16882	/s/S071517
1682	162585600	162622016	36416	/s/S071518
1683	162622464	162654050	31586	/s/S071519
1684	162654208	162667121	12913	/s/S071520
1685	162667520	162708550	41030	/s/S071521
1686	162708992	162734825	25833	/s/S071522
1687	162735104	162768038	32934	/s/S071523
1688	162768384	162780833	12449	/s/S071524
1689	162781184	162799543	18359	/s/S071525
1690	162799616	162829304	29688	/s/S071526
1691	162829312	162846149	16837	/s/S080301
1692	162846208	162864324	18116	/s/S080302
1693	162864640	162893790	29150	/s/S080303
1694	162893824	162897212	3388	/s/S080304
1695	162897408	162924478	27070	/s/S080305
1696	162924544	162929851	5307	/s/S080306
1697	162930176	162940252	10076	/s/S080307
1698	162940416	162963861	23445	/s/S080308
1699	162963968	162974445	10477	/s/S080309
1700	162974720	162990088	15368	/s/S080310
1701	162990592	163014258	23666	/s/S080311
1702	163014656	163020929	6273	/s/S080312
1703	163021312	163028418	7106	/s/S080313
1704	163028480	163030669	2189	/s/S080314
1705	163031040	163051193	20153	/s/S080315
1706	163051520	163067702	16182	/s/S080316
1707	163067904	163092450	24546	/s/S080317
1708	163092480	163116861	24381	/s/S080318
1709	163117056	163140319	23263	/s/S080319
1710	163140608	163173547	32939	/s/S080320
1711	163173888	163197942	24054	/s/S080321
1712	163197952	163225654	27702	/s/S080322
1713	163226112	163237024	10912	/s/S080323
1714	163237376	163261630	24254	/s/S080324
1715	163261952	163288360	26408	/s/S080325
1716	163288576	163318328	29752	/s/S080326
1717	163318784	163330596	11812	/s/S080327
1718	163331072	163363490	32418	/s/S080328
1719	163363840	163400241	36401	/s/S080329
1720	163400704	163411872	11168	/s/S080330
1721	163411968	163443404	31436	/s/S080331
1722	163443712	163468478	24766	/s/S080332
1723	163468800	163492657	23857	/s/S080333
1724	163492864	163505852	12988	/s/S080334
1725	163506176	163511739	5563	/s/S080335
1726	163511808	163541127	29319	/s/S080336
1727	163541504	163566730	25226	/s/S080337
1728	163567104	163573147	6043	/s/S080338
1729	163573248	163591363	18115	/s/S080339
1730	163591680	163611217	19537	/s/S080340
1731	163611648	163642394	30746	/s/S080341
1732	163642880	163673764	30884	/s/S080342
1733	163674112	163694271	20159	/s/S080343
1734	163694592	163698124	3532	/s/S080344
1735	163698176	163721793	23617	/s/S080345
1736	163722240	163738963	16723	/s/S080346
1737	163739136	163760031	20895	/s/S080347
1738	163760128	163780766	20638	/s/S080348
1739	163781120	163807334	26214	/s/S080349
1740	163807744	163818335	10591	/s/S080501
1741	163818496	163820913	2417	/s/S080502
1742	163821056	163828912	7856	/s/S080503
1743	163829248	163838129	8881	/s/S080504
1744	163838464	163858189	19725	/s/S080505
1745	163858432	163867889	9457	/s/S080506
1746	163868160	163892710	24550	/s/S080507
1747	163892736	163928773	36037	/s/S080601
1748	163929088	163945308	16220	/s/S080602
1749	163945472	163964039	18567	/s/S080603
1750	163964416	163975443	11027	/s/S080604
1751	163975680	163987549	11869	/s/S080605
1752	163987968	164017225	29257	/s/S080606
1753	164017664	164044702	27038	/s/S080607
1754	164044800	164050091	5291	/s/S080608
1755	164050432	164079183	28751	/s/S080609
1756	164079616	164108043	28427	/s/S080610
1757	164108288	164143090	34802	/s/S080611
1758	164143104	164164576	21472	/s/S080612
1759	164164608	164164675	67	/s/S080613
1760	164165120	164169100	3980	/s/S080614
1761	164169216	164195194	25978	/s/S080615
1762	164195328	164211490	16162	/s/S080616
1763	164211712	164224671	12959	/s/S080617
1764	164225024	164247717	22693	/s/S080618
1765	164248064	164270959	22895	/s/S080701
1766	164271104	164298276	27172	/s/S080702
1767	164298752	164313461	14709	/s/S080703
1768	164313600	164321712	8112	/s/S080704
1769	164321792	164336107	14315	/s/S080705
1770	164336128	164354705	18577	/s/S080706
1771	164355072	164376245	21173	/s/S080707
1772	164376576	164388869	12293	/s/S080708
1773	164389376	164415071	25695	/s/S080709
1774	164415488	164450830	35342	/s/S080710
1775	164451328	164459955	8627	/s/S080711
1776	164460032	164477958	17926	/s/S080712
1777	164478464	164494399	15935	/s/S080713
1778	164494848	164513313	18465	/s/S080714
1779	164513792	164526429	12637	/s/S080715
1780	164526592	164542406	15814	/s/S080716
1781	164542464	164565678	23214	/s/S080717
1782	164566016	164578863	12847	/s/S080718
1783	164579328	164595115	15787	/s/S080719
1784	164595200	164618233	23033	/s/S080720
1785	164618240	164632073	13833	/s/S080721
1786	164632576	164655481	22905	/s/S080722
1787	164655616	164668894	13278	/s/S080723
1788	164668928	164697820	28892	/s/S080724
1789	164698112	164710819	12707	/s/S080725
1790	164710912	164729397	18485	/s/S080726
